CALUMNO,CICLO_ACTUAL,DMODALIDADINGRESO,DBECA_ESTADO,NACIMIENTO_CDEPARTAMENTO,FLAG_SITUACIONLAB,DCAT_PAGO,PDESCUENTO_MAT,MONTO_MAT,MONTO_CUOTA,NCUMOROSO_PERIODO,MONTO_CUMOROSO3,RECORDSEGMENTO,NCURSO_RETIRADO_ACUM,NCURSO_DESAPROBADO,NCURSO_MATRICULA_ACUM,NPROMEDIO_ACUM,NFALTAS,COLEGIO_ESCALA,COLEGIO_PENSION,EE_TIPO,MONTO_DEUDA_ALCIERRE,RIESGO_INASISTENCIA,PDESCUENTO_CUOTA,PREDICHO
932475,10,Exonerado,,,SI,CATEGORIA A,0.0,295.0,1421.0,0,,,4,0,52,0.0,341.0,A,0.0,Estatal,,SIN RIESGO,0.0,0.0
1211954,5,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,7,0,42,13.67,456.0,A,,No Escolarizado,,RIESGO ALTO,0.0,0.004831051818350661
1211657,6,Tercio Superior,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,2,0,38,12.25,287.0,A,140.0,Particular Laico,,RIESGO ALTO,0.0,0.0
1181804,1,Regular,,13.0,NO,CATEGORIA C,0.0,295.0,2133.0,0,,MEDIA INFERIOR,5,2,46,7.67,570.0,C,550.0,Particular Cooperativo,,RIESGO POTENCIAL,0.0,0.0
1211766,1,Regular,,15.0,NO,CATEGORIA B,0.0,295.0,1586.0,0,,,3,0,28,,548.0,D,1650.0,Particular,,SIN RIESGO,0.0,0.0
1213222,6,Exonerado,,20.0,SI,CATEGORIA A,0.0,295.0,1454.0,0,,MEDIA INFERIOR,5,0,54,12.6,632.0,A,64.0,Particular,,RIESGO ALTO,0.0,0.030661431624801987
1212261,5,Exonerado,,0.0,SI,CATEGORIA A,0.0,295.0,1454.0,0,1930.0,MEDIA INFERIOR,5,1,36,10.67,490.0,A,,Particular,,RIESGO POTENCIAL,0.0,0.0316810167622284
1211929,7,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,MEDIA SUPERIOR,0,0,40,12.0,118.0,A,250.0,Particular,3580.0,SIN RIESGO,0.0,0.13863651388867418
1214503,9,Exonerado,,,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA SUPERIOR,0,1,41,13.13,483.0,A,,Particular,2842.0,RIESGO ALTO,0.0,0.0
1213132,5,Exonerado,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,4704.0,MEDIA SUPERIOR,9,0,41,15.0,238.0,A,,Particular,,RIESGO ALTO,0.0,0.17453564414681777
1213806,2,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,6,0,26,11.0,304.0,A,,Particular,874.0,RIESGO POTENCIAL,0.0,0.010922158386472862
1211630,10,Exonerado,,15.0,NO,CATEGORIA E,0.0,295.0,2561.0,0,,MEDIA SUPERIOR,1,0,43,14.67,528.0,A,,Particular,,RIESGO POTENCIAL,0.0,0.0
1213114,5,Exonerado,,15.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,2998.5,,3,0,36,0.0,87.0,A,50.0,Particular Laico,,SIN RIESGO,0.0,0.12596834708121632
1212031,6,Regular,,,NO,CATEGORIA C,0.0,295.0,1836.0,0,,MEDIA INFERIOR,4,0,49,13.25,600.0,C,550.0,Particular Laico,,RIESGO POTENCIAL,0.0,0.0
1219528,6,Sistema de Progresión Universitaria,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,3057.6,,1,0,32,0.0,229.0,A,480.0,Particular,,SIN RIESGO,0.0,0.07665443893135489
1211893,10,Exonerado,,15.0,SI,CATEGORIA B,0.0,295.0,1754.0,0,,MEDIA INFERIOR,0,0,47,13.5,455.0,A,,Particular,,RIESGO ALTO,0.0,0.0
1213600,4,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1454.0,0,,MEDIA INFERIOR,3,1,27,11.4,365.0,A,,Particular,1454.0,RIESGO ALTO,0.0,0.03125482305840412
1211882,4,Regular,,18.0,SI,CATEGORIA B,0.0,295.0,1586.0,0,4667.0,,1,0,30,0.0,440.0,A,115.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1213492,8,Exonerado,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,QUINTO SUPERIOR,0,0,54,16.2,251.0,A,305.0,Particular,,SIN RIESGO,0.0,0.24825402152134013
1213669,7,Tercio Superior,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,TERCIO SUPERIOR,0,0,34,14.05,74.0,A,250.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1212104,3,Regular,,15.0,SI,CATEGORIA B,0.0,295.0,1754.0,0,,MEDIA INFERIOR,3,0,35,11.0,823.0,B,470.0,Particular Religioso,,RIESGO POTENCIAL,0.0,0.0
1211718,3,Regular,,,SI,CATEGORIA B,0.0,295.0,1586.0,0,5199.0,,1,0,34,0.0,498.0,A,,Estatal,1586.0,RIESGO ALTO,0.0,0.0
1211986,3,Regular,,,SI,CATEGORIA B,0.0,295.0,1586.0,0,5199.0,MEDIA INFERIOR,1,1,27,10.83,259.0,A,,Estatal,5736.85,RIESGO ALTO,0.0,0.02926670697773054
1294764,1,Becas Otorgadas por el Estado,BECA 18 - ORDINARIA,5.0,NO,CATEGORIA A,0.0,,,0,,QUINTO SUPERIOR,0,0,6,15.9,1.0,A,,Estatal,,SIN RIESGO,0.0,0.0
1214668,8,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,TERCIO SUPERIOR,0,1,42,13.8,311.0,A,,Particular,,RIESGO ALTO,0.0,0.0
1211981,6,Regular,,15.0,SI,CATEGORIA B,0.0,295.0,1787.0,0,,MEDIA INFERIOR,5,0,47,13.5,328.0,A,190.0,Pre Universitario,,RIESGO ALTO,0.0,0.0
1213822,8,Exonerado,,11.0,SI,CATEGORIA B,0.0,295.0,1586.0,0,,TERCIO SUPERIOR,4,0,44,15.2,514.0,A,,Particular,,RIESGO POTENCIAL,0.0,0.07789938760275576
1215836,7,Tercio Superior,,0.0,SI,CATEGORIA C,0.0,295.0,1836.0,0,,MEDIA INFERIOR,1,1,37,11.0,239.0,B,600.0,Particular,,SIN RIESGO,0.0,0.02874139398322116
1211446,4,Exonerado,,15.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,4,0,39,12.33,445.0,A,420.0,Particular,,SIN RIESGO,0.0,0.0
1211805,2,Regular,,,NO,CATEGORIA B,0.0,295.0,1619.0,0,,MEDIA INFERIOR,1,0,21,13.17,215.0,A,220.0,Particular Laico,4857.0,SIN RIESGO,0.0,0.0
1209681,8,Exonerado,,15.0,SI,CATEGORIA C,0.0,295.0,2133.0,0,,MEDIA INFERIOR,4,0,48,14.5,640.0,A,,Particular,,RIESGO ALTO,0.0,0.0
1290865,1,Rendimiento Superior,,12.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,4233.6,MEDIA SUPERIOR,0,0,5,13.4,22.0,A,0.0,Estatal,,SIN RIESGO,0.0,0.223966974190222
1213801,8,Exonerado,,15.0,NO,CATEGORIA B,0.0,295.0,1754.0,0,,QUINTO SUPERIOR,0,0,48,14.4,399.0,B,420.0,Particular,,SIN RIESGO,0.0,0.10806719816309553
1211156,8,Exonerado,,,SI,CATEGORIA A,0.0,295.0,1454.0,0,,MEDIA SUPERIOR,3,0,46,13.2,491.0,A,330.0,Particular Laico,1454.0,RIESGO POTENCIAL,0.0,0.02622782749230118
1214072,7,Exonerado,,,SI,CATEGORIA B,0.0,295.0,1586.0,0,,MEDIA INFERIOR,4,1,42,10.62,391.0,A,,Particular,,RIESGO ALTO,0.0,0.0
1212189,9,Exonerado,,15.0,SI,CATEGORIA C,0.0,295.0,1836.0,0,,TERCIO SUPERIOR,2,0,40,12.5,402.0,A,,Particular,,RIESGO POTENCIAL,0.0,0.09374869940159732
1211676,1,Exonerado,,15.0,SI,CATEGORIA B,0.0,295.0,1586.0,0,,,5,0,28,0.0,571.0,A,,Particular,,SIN RIESGO,0.0,0.0
1211826,4,Exonerado,,21.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,,,4,0,37,,384.0,A,,Militar,,SIN RIESGO,0.0,0.0
1294087,0,Regular,,15.0,NO,CATEGORIA D,0.0,295.0,2158.0,0,,TERCIO SUPERIOR,1,1,5,13.25,5.0,D,1380.0,Particular,,SIN RIESGO,0.0,0.0
1218987,3,Tercio Superior,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,1,1,27,12.2,143.0,B,490.0,Particular,,SIN RIESGO,0.0,0.05335262441859536
1211905,7,Regular,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,3,0,44,13.25,228.0,A,335.0,Particular,,RIESGO ALTO,0.0,0.0
1211684,10,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA SUPERIOR,2,0,44,12.4,360.0,A,,Particular,,RIESGO ALTO,0.0,0.0
1213758,10,Exonerado,,15.0,SI,CATEGORIA E,0.0,295.0,2561.0,0,,TERCIO SUPERIOR,2,0,40,14.0,382.0,A,,Particular Religioso,,SIN RIESGO,0.0,0.09852206032529554
1211629,8,Exonerado,,,SI,CATEGORIA A,0.0,295.0,1421.0,0,,QUINTO SUPERIOR,1,0,39,16.8,188.0,B,650.0,Particular,4263.0,SIN RIESGO,0.0,0.11937728653517836
1211796,8,Regular,,,SI,CATEGORIA B,0.0,295.0,1619.0,0,,TERCIO SUPERIOR,4,0,54,13.75,475.0,A,565.0,Particular Laico,1619.0,RIESGO ALTO,0.0,0.004337683830538362
1212597,8,Exonerado,,,SI,CATEGORIA A,0.0,295.0,1421.0,0,,QUINTO SUPERIOR,0,0,47,17.0,292.0,A,420.0,Particular Laico,,RIESGO ALTO,0.0,0.0
1211696,8,Regular,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,TERCIO SUPERIOR,2,1,49,12.25,557.0,A,220.0,Particular,,RIESGO POTENCIAL,0.0,0.0
1212383,6,Exonerado,,18.0,NO,CATEGORIA B,0.0,295.0,1754.0,0,,MEDIA INFERIOR,7,2,52,9.0,478.0,A,,,,RIESGO POTENCIAL,0.0,0.0025245395858886654
53078,9,Exonerado,,,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,5,0,70,12.0,508.0,A,115.0,Particular Religioso,,RIESGO ALTO,0.0,0.0
53050,5,Exonerado,,12.0,SI,CATEGORIA A,0.0,295.0,1383.0,0,,,5,0,49,0.0,412.0,A,210.0,Particular,,SIN RIESGO,0.0,0.0
1188121,10,Exonerado,,,NO,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,1,0,52,13.2,348.0,A,300.0,Parroquial,,RIESGO ALTO,0.0,0.0
1188026,10,Exonerado,,,SI,CATEGORIA B,0.0,295.0,1586.0,0,,MEDIA INFERIOR,7,0,53,13.2,540.0,A,,Particular,,RIESGO ALTO,0.0,0.0
1218830,5,Tercio Superior,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,2829.0,MEDIA SUPERIOR,0,0,34,15.22,190.0,A,360.0,Particular Laico,1421.0,SIN RIESGO,0.0,0.0
1199230,9,Rendimiento Superior,,15.0,SI,CATEGORIA C,0.0,295.0,1836.0,0,,TERCIO SUPERIOR,0,0,45,16.75,283.0,B,795.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1188087,10,Exonerado,,15.0,SI,CATEGORIA B,0.0,295.0,1586.0,0,,TERCIO SUPERIOR,1,0,49,13.4,340.0,A,360.0,Particular,,RIESGO POTENCIAL,0.0,0.009080082460196062
1189887,9,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,1,0,46,13.5,342.0,A,,Particular,,SIN RIESGO,0.0,0.0
1188103,7,Regular,,15.0,SI,CATEGORIA B,0.0,295.0,1619.0,0,,MEDIA INFERIOR,9,1,60,11.5,399.0,A,330.0,Particular Laico,,SIN RIESGO,0.0,0.0
932439,7,Exonerado,,15.0,NO,CATEGORIA B,0.0,295.0,1716.0,0,3802.0,MEDIA INFERIOR,12,0,86,11.4,1022.0,A,565.0,Particular Laico,1188.0,RIESGO ALTO,0.0,0.0
1195528,8,Rendimiento Superior,,15.0,SI,CATEGORIA B,0.0,295.0,1787.0,0,,MEDIA INFERIOR,2,1,50,11.75,481.0,A,350.0,Particular Religioso,,RIESGO POTENCIAL,0.0,0.0
1188895,8,Exonerado,,,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,3,0,67,13.2,496.0,A,,Particular,,RIESGO POTENCIAL,0.0,0.0
1188330,8,Regular,,,NO,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,4,0,50,14.2,627.0,A,,Estatal,,RIESGO POTENCIAL,0.0,0.005709702903883318
1201060,6,Rendimiento Superior,,23.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,4,0,53,12.5,584.0,A,125.0,Particular Religioso,,RIESGO POTENCIAL,0.0,0.0
932467,6,Exonerado,,15.0,NO,CATEGORIA B,0.0,295.0,1586.0,0,,MEDIA INFERIOR,6,1,62,10.0,1033.0,A,,Particular Laico,,RIESGO POTENCIAL,0.0,0.0
27087,9,Exonerado,,,NO,CATEGORIA B,0.0,295.0,1548.0,0,,,2,0,54,0.0,357.0,A,100.0,Particular Cooperativo,,SIN RIESGO,0.0,0.0
1188929,9,Exonerado,,,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA SUPERIOR,0,1,41,11.71,408.0,A,,Particular,5684.0,RIESGO POTENCIAL,0.0,0.0
1188284,9,Regular,,,NO,CATEGORIA C,0.0,295.0,1836.0,0,,QUINTO SUPERIOR,1,0,50,14.88,111.0,B,950.0,Particular Laico,,RIESGO ALTO,0.0,0.11196435347052137
1207769,8,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,,2,0,48,0.0,361.0,A,600.0,Particular Laico,,SIN RIESGO,0.0,0.0
50512,8,Regular,,20.0,NO,CATEGORIA B,0.0,295.0,1586.0,0,,MEDIA INFERIOR,12,0,110,0.0,1876.0,A,120.0,Particular Laico,976.0,SIN RIESGO,0.0,0.012841523010760412
24418,10,Regular,,,NO,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA INFERIOR,3,0,90,13.53,804.0,A,,Estatal,2766.0,SIN RIESGO,0.0,0.0
932434,3,Exonerado,,15.0,SI,CATEGORIA C,0.0,295.0,1836.0,0,,MEDIA INFERIOR,5,2,26,11.25,255.0,D,1450.0,Particular,,RIESGO ALTO,0.0,0.029129793621497223
1188633,9,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA SUPERIOR,1,0,58,14.0,333.0,A,210.0,Particular Laico,,RIESGO ALTO,0.0,0.0
1218304,7,Tercio Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,,TERCIO SUPERIOR,2,0,35,14.0,77.0,A,450.0,Particular Laico,,RIESGO ALTO,0.0,0.0
1216359,7,Rendimiento Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,MEDIA INFERIOR,3,0,47,14.2,397.0,A,420.0,Particular Laico,1454.0,RIESGO ALTO,0.0,0.02931966201395251
1203450,6,Tercio Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,,TERCIO SUPERIOR,1,0,34,12.3,74.0,A,0.0,Estatal,,SIN RIESGO,0.0,0.0
1202974,9,Rendimiento Superior,,15.0,SI,CATEGORIA B,0.0,295.0,1619.0,0,,MEDIA INFERIOR,3,0,60,13.4,354.0,B,385.0,Particular Religioso,1619.0,SIN RIESGO,0.0,0.0
1188851,9,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1454.0,0,,TERCIO SUPERIOR,8,1,63,14.8,590.0,A,,Particular,,SIN RIESGO,0.0,0.0
1219371,8,Tercio Superior,,10.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,TERCIO SUPERIOR,0,0,40,16.0,188.0,A,270.0,Particular Laico,1421.0,SIN RIESGO,0.0,0.0
1188726,11,Exonerado,,15.0,SI,CATEGORIA B,0.0,295.0,1586.0,0,,MEDIA SUPERIOR,3,0,55,13.8,527.0,A,,Particular,,RIESGO ALTO,0.0,0.0
1188845,8,Exonerado,,15.0,SI,CATEGORIA B,0.0,295.0,1586.0,0,3134.0,MEDIA INFERIOR,3,1,55,9.33,538.0,C,480.0,No Escolarizado,3172.0,RIESGO ALTO,0.0,0.0
1188979,9,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,1,1,52,11.33,521.0,A,,Particular,,RIESGO ALTO,0.0,0.0
52903,8,Regular,,4.0,SI,CATEGORIA A,0.0,295.0,1383.0,0,,,7,0,101,0.0,716.0,A,260.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1188193,9,Regular,,,SI,CATEGORIA A,0.0,295.0,1454.0,0,,MEDIA INFERIOR,2,0,60,13.8,581.0,A,320.0,Particular,4362.0,RIESGO ALTO,0.0,0.029600487137957935
1188197,3,Regular,,15.0,SI,CATEGORIA B,0.0,295.0,1586.0,0,,MEDIA INFERIOR,4,0,40,12.67,650.0,A,330.0,Particular Laico,,RIESGO POTENCIAL,0.0,0.0
1188725,7,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,2,0,53,12.56,545.0,A,,Estatal,,RIESGO ALTO,0.0,0.005493611429842944
1188543,8,Tercio Superior,,15.0,SI,CATEGORIA A,0.0,295.0,1454.0,0,,TERCIO SUPERIOR,1,0,57,15.8,268.0,A,,Estatal,1454.0,SIN RIESGO,0.0,0.052882361114935945
1191210,7,Tercio Superior,,15.0,SI,CATEGORIA A,0.0,295.0,1454.0,0,,QUINTO SUPERIOR,2,0,38,16.25,336.0,A,420.0,Particular Religioso,5816.0,RIESGO ALTO,0.0,0.19068019277824744
1188306,4,Regular,,15.0,SI,CATEGORIA B,0.0,295.0,1586.0,0,1733.0,MEDIA INFERIOR,5,0,38,12.67,465.0,A,320.0,Particular,,RIESGO ALTO,0.0,0.0
1189886,4,Exonerado,,12.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,,,6,0,50,0.0,620.0, ,,Particular,,SIN RIESGO,0.0,0.0
1188970,3,Tercio Superior,,,NO,CATEGORIA A,0.0,295.0,1421.0,0,1641.76,MEDIA SUPERIOR,6,1,30,11.0,296.0,A,0.0,Estatal,2842.0,RIESGO ALTO,0.0,0.0
1188366,9,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,QUINTO SUPERIOR,3,0,51,14.6,297.0,A,270.0,Particular Laico,,RIESGO ALTO,0.0,0.0
1188138,8,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,2908.0,MEDIA INFERIOR,3,0,51,13.9,537.0,A,170.0,Particular Religioso,1421.0,RIESGO ALTO,0.0,0.0
1188734,10,Exonerado,,15.0,SI,CATEGORIA B,0.0,295.0,1586.0,0,,MEDIA INFERIOR,3,0,63,14.0,562.0,A,,Particular,,RIESGO ALTO,0.0,0.0
1188112,5,Regular,,15.0,NO,CATEGORIA B,0.0,295.0,1586.0,0,,MEDIA INFERIOR,3,0,38,12.8,266.0,B,550.0,Particular Religioso,,RIESGO ALTO,0.0,0.026676596845845866
1188617,10,Exonerado,,10.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,TERCIO SUPERIOR,1,0,53,16.0,366.0,A,110.0,Parroquial,,RIESGO ALTO,0.0,0.0
1201040,6,Rendimiento Superior,,,NO,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA SUPERIOR,2,0,39,14.0,291.0,A,160.0,Militar,,RIESGO ALTO,0.0,0.0
1211795,2,Regular,,15.0,NO,CATEGORIA C,0.0,295.0,1869.0,0,1983.0,MEDIA INFERIOR,8,0,36,15.0,781.0,B,660.0,Particular,,RIESGO ALTO,0.0,0.0
1218318,3,Rendimiento Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,1,0,27,12.0,84.0,B,650.0,Particular,,SIN RIESGO,0.0,0.05711166496014693
1182124,10,Regular,,,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA SUPERIOR,0,0,56,13.0,418.0,B,795.0,Particular Religioso,,RIESGO ALTO,0.0,0.0
1201067,8,Tercio Superior,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA SUPERIOR,2,0,49,14.44,488.0,A,310.0,Particular Laico,,RIESGO ALTO,0.0,0.0
1188636,5,Exonerado,,12.0,SI,CATEGORIA B,0.0,295.0,1586.0,0,399.0,MEDIA INFERIOR,6,0,38,11.0,766.0,A,0.0,Estatal,,RIESGO POTENCIAL,0.0,0.026625321386392686
1188257,5,Regular,,15.0,SI,CATEGORIA B,0.0,295.0,1586.0,0,,MEDIA INFERIOR,5,1,43,11.25,358.0,A,210.0,Particular Cooperativo,3172.0,RIESGO ALTO,0.0,0.0
1188568,10,Exonerado,,,NO,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA SUPERIOR,2,0,58,12.54,454.0,A,,Particular,,SIN RIESGO,0.0,0.0
1188620,8,Exonerado,,15.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,4,0,64,13.5,745.0,A,,Particular,,RIESGO POTENCIAL,0.0,0.0
1204703,4,Tercio Superior,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,3136.0,MEDIA INFERIOR,2,0,29,13.6,235.0,A,,Estatal,1421.0,RIESGO ALTO,0.0,0.0
1189016,6,Exonerado,,,SI,CATEGORIA E,0.0,295.0,2561.0,0,,MEDIA INFERIOR,1,0,25,14.25,299.0,A,,Particular,,RIESGO ALTO,0.0,0.03480931364405983
1194994,7,Tercio Superior,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA SUPERIOR,2,0,56,13.4,255.0,A,160.0,Particular,,RIESGO ALTO,0.0,0.0
1188188,2,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,995.0,MEDIA INFERIOR,3,0,23,11.67,196.0,A,349.0,Particular Cooperativo,,RIESGO ALTO,0.0,0.0
1188200,8,Regular,,15.0,NO,CATEGORIA C,0.0,295.0,1836.0,0,,MEDIA INFERIOR,3,0,51,13.0,719.0,D,1300.0,Particular,,RIESGO POTENCIAL,0.0,0.0
1188567,10,Exonerado,,15.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA SUPERIOR,3,0,64,12.5,745.0,A,,Particular,,RIESGO POTENCIAL,0.0,0.0
1188327,5,Regular,,15.0,NO,CATEGORIA C,0.0,295.0,1869.0,0,,MEDIA INFERIOR,9,1,52,10.33,725.0,C,550.0,Particular Cooperativo,,RIESGO ALTO,0.0,0.0
1181529,10,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA SUPERIOR,3,0,52,13.0,327.0,A,,Particular,319.0,SIN RIESGO,0.0,0.0
15282,9,Regular,,15.0,NO,CATEGORIA B,0.0,295.0,1548.0,0,,,16,0,156,0.0,1125.0,A,200.0,Particular Laico,,SIN RIESGO,0.0,0.0
1195859,4,Rendimiento Superior,,0.0,SI,CATEGORIA A,0.0,295.0,1454.0,0,,MEDIA INFERIOR,4,0,33,13.5,420.0,A,160.0,Parroquial,2684.0,RIESGO ALTO,0.0,0.02931966201395251
1181896,7,Exonerado,,15.0,NO,CATEGORIA D,0.0,295.0,2158.0,0,,MEDIA INFERIOR,1,3,56,8.81,609.0,A,,Particular,2158.0,RIESGO POTENCIAL,0.0,0.0
53006,8,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,4467.0,MEDIA INFERIOR,12,0,140,13.13,1762.0,B,450.0,Particular Laico,,RIESGO POTENCIAL,0.0,0.0
1188027,6,Exonerado,,15.0,SI,CATEGORIA B,0.0,295.0,1586.0,0,,MEDIA INFERIOR,4,0,48,12.67,526.0,A,300.0,Pre Universitario,,RIESGO ALTO,0.0,0.0
28334,11,Regular,,15.0,NO,CATEGORIA E,0.0,295.0,2523.0,0,,MEDIA INFERIOR,28,0,142,13.0,1935.0,E,3051.0,Particular Laico,,RIESGO ALTO,0.0,0.0
1202833,5,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,1568.0,MEDIA INFERIOR,3,1,49,11.75,603.0,A,,Particular,5684.0,RIESGO POTENCIAL,0.0,0.0
1204227,6,Center For American Educ,,,NO,CATEGORIA K,0.0,100.0,1626.0,0,,MEDIA INFERIOR,3,1,44,13.5,88.0,B,440.0,Particular Religioso,,SIN RIESGO,0.0,0.38621168775430786
1188855,9,Exonerado,,15.0,SI,CATEGORIA B,0.0,295.0,1586.0,0,,MEDIA SUPERIOR,3,0,45,14.0,247.0, ,,Particular,,SIN RIESGO,0.0,0.014870878287389545
1188229,5,Regular,,15.0,SI,CATEGORIA A,0.0,295.0,1454.0,0,1568.0,MEDIA INFERIOR,5,1,49,13.25,484.0,A,270.0,Particular Laico,,SIN RIESGO,0.0,0.026398327266051822
51193,6,Tercio Superior,,,NO,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA SUPERIOR,9,0,56,13.63,466.0,C,545.0,Particular Laico,,SIN RIESGO,0.0,0.0
1188017,9,Exonerado,,15.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,,QUINTO SUPERIOR,2,0,64,15.6,341.0,A,,Particular,,SIN RIESGO,0.0,0.21644075373765664
1188580,11,Exonerado,,12.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA SUPERIOR,3,0,54,14.0,282.0,A,,Particular,,RIESGO ALTO,0.0,0.0
1188210,6,Regular,,,SI,CATEGORIA B,0.0,295.0,1619.0,0,,MEDIA INFERIOR,9,0,54,14.25,828.0,A,160.0,Particular Religioso,1619.0,SIN RIESGO,0.0,0.0
1204627,8,Regular,,,SI,CATEGORIA B,0.0,295.0,1619.0,0,,MEDIA INFERIOR,2,1,50,12.67,503.0,B,720.0,Particular Laico,5854.65,RIESGO ALTO,0.0,0.0
1210074,10,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,TERCIO SUPERIOR,2,0,35,17.0,131.0,A,,Particular,,SIN RIESGO,0.0,0.170287373887427
1211514,4,Exonerado,,,SI,CATEGORIA B,0.0,295.0,1619.0,0,,,4,0,39,0.0,485.0,A,,Particular,,SIN RIESGO,0.0,0.0
1200853,7,Regular,,15.0,SI,CATEGORIA B,0.0,295.0,1754.0,0,,MEDIA INFERIOR,3,1,53,12.2,437.0,A,200.0,Pre Universitario,,RIESGO ALTO,0.0,0.0
1214227,6,Exonerado,,10.0,NO,CATEGORIA B,0.0,295.0,1586.0,0,,MEDIA INFERIOR,3,0,53,15.2,659.0,A,390.0,Particular Laico,,RIESGO ALTO,0.0,0.0
1213253,8,Exonerado,,15.0,SI,CATEGORIA B,0.0,295.0,1586.0,0,,TERCIO SUPERIOR,0,0,44,14.3,309.0,A,,Particular,,RIESGO ALTO,0.0,0.0
1213237,6,Exonerado,,,SI,CATEGORIA B,0.0,295.0,1586.0,0,,MEDIA INFERIOR,5,0,51,13.25,657.0,A,,Particular,,SIN RIESGO,0.0,0.0
1217475,5,Tercio Superior,,,SI,CATEGORIA B,0.0,295.0,1586.0,0,,MEDIA INFERIOR,3,0,37,15.0,352.0,A,440.0,Pre Universitario,3172.0,RIESGO POTENCIAL,0.0,0.0
